Hauraki,622,174.782694,-36.796398
Kensington,112,174.309786,-35.706878
Timaru Central,7910,171.245921,-44.398506
Atawhai,7010,173.31755,-41.249265
Vauxhall,9013,170.529441,-45.883952
Ilam,8041,172.585793,-43.524246
Karoro,7805,171.182976,-42.48627
Southgate,6023,174.780881,-41.332712
South Hill,9400,170.962907,-45.105727
Frankleigh Park,4310,174.058948,-39.0845
Strathern,9812,168.37685,-46.427882
Silverstream,5019,175.026274,-41.148058
Campbells Bay,630,174.757676,-36.749027
North Beach,8083,172.708642,-43.489065
Remuera,1051,174.801346,-36.886276
Netherby,7700,171.761205,-43.897393
Washdyke,7910,171.238514,-44.359664
Maungaturoto,520,174.348638,-36.115007
Pukete,3200,175.240867,-37.742465
Avondale,1026,174.687978,-36.895869
Silverdale,3216,175.329427,-37.794786
Waimataitai,7910,171.237999,-44.385539
St Heliers,1071,174.858506,-36.866089
Bryndwr,8052,172.596158,-43.510193
Russell,202,174.125206,-35.262271
Hillgrove,9410,170.812772,-45.355512
Oxford,7430,172.249477,-43.230213
Cobden,7802,171.213348,-42.439046
Huntingdon,3210,175.276429,-37.742247
Halfway Bush,9010,170.466161,-45.857461
Woodridge,6037,174.832721,-41.215362
Rakino Island,1010,174.947443,-36.71952
Clover Park,2105,174.900973,-36.984608
Massey,814,174.608969,-36.821294
Waimairi Beach,8083,172.719502,-43.481403
Ruakaka,116,174.455285,-35.910881
Tahunanui,7011,173.251861,-41.290171
Waiatarua,604,174.589388,-36.934179
Oratia,604,174.593026,-36.932654
Kaikoura Flat,7300,173.677486,-42.364181
Totaravale,629,174.728831,-36.758003
Belmont,5010,174.920077,-41.192736
Avalon,5011,174.935922,-41.197446
Highfield,7910,171.229206,-44.384549
Waiwhetu,5010,174.917463,-41.221965
Mission Bay,1071,174.828413,-36.853247
Otaki Beach,5512,175.113056,-40.754448
